date,total_bytes,tcp_udp_icmp_rate,ipaddr_top
2005-10-18,3311419238,87.43%-10.77%-0.62%,16.2%-4.4%-4.2%-4.1%-3.3%
2005-10-19,3307251811,86.00%-8.31%-4.60%,9.6%-5.4%-5.2%-4.0%-3.2%
2005-10-20,3357804186,90.48%-7.75%-0.86%,12.6%-4.6%-4.0%-3.5%-2.8%
2005-10-21,3429958718,91.13%-6.76%-0.89%,13.2%-4.1%-3.8%-3.3%-2.7%
2005-10-22,2954716589,70.61%-27.44%-0.91%,20.8%-20.8%-13.8%-4.0%-3.2%
2005-10-24,3417273382,89.52%-9.10%-0.95%,14.0%-6.0%-6.0%-3.2%-3.1%
2005-10-25,3281979788,90.27%-8.26%-0.94%,11.8%-5.3%-3.1%-2.9%-2.6%
2005-10-26,3332727442,91.44%-7.53%-0.60%,14.0%-4.3%-4.0%-3.5%-3.3%
2005-10-27,3425772474,90.32%-8.63%-0.61%,12.2%-4.7%-4.7%-3.5%-2.8%
2005-10-28,3434100578,90.72%-8.49%-0.45%,11.8%-11.8%-7.1%-5.2%-4.5%
2005-10-29,2951744721,87.03%-12.03%-0.62%,11.7%-6.7%-5.9%-4.5%-4.3%
2005-10-30,2767559014,86.24%-13.04%-0.53%,16.1%-12.5%-9.1%-5.6%-5.6%
2005-10-31,3403780903,92.45%-6.83%-0.50%,11.6%-4.8%-3.8%-3.4%-2.8%
2005-11-01,3516107450,88.10%-10.57%-0.34%,11.9%-5.4%-4.5%-4.2%-3.2%
2005-11-02,3433006142,92.03%-6.92%-0.31%,13.2%-5.2%-4.1%-4.0%-4.0%
2005-11-03,2953052179,91.36%-7.36%-0.37%,20.3%-16.1%-5.8%-4.8%-3.7%
2005-11-04,3349261229,92.73%-6.75%-0.31%,13.6%-7.2%-4.7%-3.7%-2.6%
2005-11-05,2971733121,89.65%-9.78%-0.37%,20.7%-5.2%-3.9%-3.9%-2.8%
2005-11-06,2532696458,84.52%-14.77%-0.49%,17.5%-8.3%-8.3%-4.7%-4.3%
2005-11-07,3273399848,87.61%-10.64%-0.57%,16.2%-7.7%-3.9%-3.7%-3.4%
2005-11-08,3470345360,90.45%-7.98%-0.55%,13.1%-5.2%-5.2%-3.3%-3.3%
2005-11-09,3556910485,91.11%-7.85%-0.38%,15.5%-4.7%-4.1%-3.9%-3.3%
2005-11-10,3432017247,90.67%-7.03%-1.01%,9.6%-4.5%-4.2%-4.1%-4.0%
2005-11-11,3461400953,91.77%-6.59%-0.32%,15.7%-3.9%-3.7%-3.1%-2.9%
2005-11-12,3228420591,87.56%-11.20%-0.52%,16.2%-5.4%-4.2%-3.8%-3.7%
2005-11-13,2581166686,89.46%-9.62%-0.39%,21.0%-6.9%-6.2%-6.2%-6.0%
2005-11-14,3489311448,90.78%-8.34%-0.27%,12.0%-4.0%-3.7%-3.5%-3.1%
2005-11-15,3427524099,91.64%-7.50%-0.47%,10.5%-3.4%-3.4%-3.1%-2.8%
2005-11-16,3428534657,88.72%-10.38%-0.59%,14.5%-4.0%-3.6%-3.6%-3.5%
2005-11-17,3495043957,90.09%-8.94%-0.63%,12.4%-6.4%-4.9%-3.9%-2.6%
2005-11-18,3436886440,88.21%-10.81%-0.45%,14.8%-4.4%-4.4%-4.2%-3.6%
2005-11-19,3364261561,89.38%-9.70%-0.40%,14.8%-7.2%-6.2%-5.3%-4.6%
2005-11-20,3087917671,89.92%-9.40%-0.50%,15.6%-12.0%-6.8%-5.0%-4.1%
2005-11-21,3497973479,83.98%-14.82%-0.43%,15.0%-5.1%-4.1%-3.9%-3.7%
2005-11-22,3291336783,88.07%-9.58%-0.40%,18.4%-4.4%-3.1%-3.0%-2.9%
2005-11-23,3036097770,87.24%-10.84%-0.51%,19.5%-5.6%-4.0%-4.0%-3.7%
2005-11-24,3429230841,88.25%-10.60%-0.40%,13.5%-3.8%-3.6%-2.9%-2.9%
2005-11-25,3570448908,85.00%-13.78%-0.46%,10.8%-6.4%-3.1%-2.9%-2.6%
2005-11-26,2661197147,84.36%-14.33%-0.49%,8.9%-8.6%-8.2%-5.5%-4.3%
2005-11-27,2671687603,88.20%-11.12%-0.49%,24.1%-8.0%-6.9%-5.3%-4.5%
2005-11-28,3566933425,88.51%-10.39%-0.54%,14.5%-3.3%-3.3%-3.0%-3.0%
2005-11-29,3455120774,88.33%-10.51%-0.58%,11.5%-3.9%-3.8%-2.9%-2.9%
2005-11-30,3521490082,87.84%-10.74%-0.53%,15.7%-3.2%-3.1%-3.1%-2.8%
2005-12-01,3370540360,87.91%-10.87%-0.48%,10.3%-4.7%-4.1%-4.0%-3.5%
2005-12-02,3543364588,87.99%-10.49%-0.59%,15.7%-5.5%-4.0%-3.9%-3.1%
2005-12-03,3302769328,90.44%-8.02%-0.40%,13.5%-6.6%-6.2%-6.0%-3.6%
2005-12-04,2274535310,84.79%-14.56%-0.55%,28.9%-12.3%-6.2%-6.2%-5.5%
2005-12-05,3510482073,87.51%-10.81%-0.43%,14.8%-4.0%-3.3%-3.1%-2.8%
2005-12-06,3445262007,87.13%-11.03%-0.44%,9.0%-3.9%-3.8%-3.4%-3.2%
2005-12-07,3266394697,88.29%-9.97%-0.39%,6.7%-6.2%-5.1%-3.5%-3.4%
2005-12-08,3402561956,89.52%-9.07%-0.45%,12.1%-4.0%-4.0%-3.9%-3.8%
2005-12-09,3404196990,90.31%-7.96%-0.47%,9.2%-4.6%-4.6%-3.6%-2.8%
2005-12-10,2957852095,90.18%-7.71%-0.59%,19.2%-5.3%-5.3%-3.8%-3.2%
2005-12-11,2414571425,90.05%-8.55%-0.62%,21.7%-6.5%-6.4%-3.7%-3.7%
2005-12-12,3310901289,87.99%-10.39%-0.43%,10.8%-4.5%-4.4%-3.8%-3.7%
2005-12-13,3484642925,86.59%-11.69%-0.42%,10.8%-6.1%-3.5%-3.2%-3.0%
2005-12-14,3487843269,87.88%-10.44%-0.45%,15.7%-4.9%-4.9%-3.1%-3.0%
2005-12-15,3534383858,87.33%-10.83%-0.45%,18.3%-3.0%-2.7%-2.4%-2.4%
2005-12-16,3373718704,86.72%-11.53%-0.64%,14.6%-5.3%-4.0%-3.7%-2.7%
2005-12-17,2752940052,84.76%-12.96%-0.56%,19.7%-5.8%-4.7%-4.0%-3.6%
2005-12-18,3102940124,89.48%-9.03%-0.76%,19.3%-8.4%-8.3%-6.5%-3.4%
2005-12-19,3330570857,85.05%-13.24%-0.47%,7.6%-4.5%-3.9%-3.2%-3.2%
2005-12-20,3527461671,86.07%-12.16%-0.56%,14.8%-3.4%-3.2%-3.0%-2.7%
2005-12-21,3267865509,84.15%-13.69%-0.45%,13.7%-3.7%-3.7%-3.4%-3.1%
2005-12-22,3434426779,87.11%-12.19%-0.37%,7.3%-4.7%-3.9%-3.4%-2.8%
2005-12-23,2854434271,86.72%-11.07%-0.61%,13.0%-5.0%-4.0%-4.0%-3.9%
2005-12-24,3112428150,83.39%-15.02%-0.38%,20.5%-6.1%-5.3%-5.3%-3.9%
2005-12-25,2357310815,85.12%-14.11%-0.57%,12.1%-7.9%-6.4%-5.5%-4.6%
2005-12-26,3220514228,89.80%-9.32%-0.37%,9.7%-4.4%-3.8%-3.7%-3.3%
2005-12-27,3223172308,90.28%-9.00%-0.38%,20.5%-3.5%-3.3%-2.9%-2.6%
2005-12-28,3108176805,88.60%-9.77%-0.43%,14.9%-4.4%-3.4%-3.2%-3.1%
2005-12-29,2910178200,87.46%-10.47%-0.41%,17.2%-4.5%-3.8%-3.2%-3.2%
2005-12-30,2516173041,86.95%-11.22%-0.59%,23.8%-5.3%-4.8%-3.8%-3.2%
