date,total_bytes,tcp_udp_icmp_rate,ipaddr_top
2004-09-27,3137928538,94.08%-5.43%-0.36%,9.8%-9.8%-9.4%-9.1%-6.5%
2004-09-28,3573552847,87.48%-11.79%-0.29%,17.2%-11.3%-10.5%-9.7%-7.3%
2004-09-29,3470136977,91.86%-7.62%-0.37%,10.9%-9.8%-9.8%-7.4%-6.2%
2004-09-30,2914468840,87.53%-11.14%-0.38%,13.7%-11.0%-8.2%-7.8%-4.0%
2004-10-01,3140050831,92.30%-7.17%-0.42%,11.7%-11.5%-9.8%-8.3%-6.4%
2004-10-02,2998765496,94.13%-5.43%-0.33%,24.5%-18.6%-12.3%-12.0%-6.4%
2004-10-03,2379245186,90.21%-9.29%-0.42%,26.5%-26.3%-14.3%-7.8%-4.2%
2004-10-04,2925188347,90.91%-8.36%-0.61%,9.1%-7.3%-5.2%-4.9%-4.3%
2004-10-05,3203327168,93.37%-6.01%-0.49%,20.8%-11.9%-4.3%-4.1%-3.3%
2004-10-06,3072142712,93.67%-5.64%-0.54%,11.7%-9.8%-5.6%-4.0%-4.0%
2004-10-07,2934741265,93.84%-5.40%-0.61%,16.8%-11.6%-11.4%-6.9%-5.5%
2004-10-08,3188288018,93.16%-6.23%-0.49%,14.9%-10.2%-8.9%-4.4%-3.6%
2004-10-09,2800637830,94.05%-5.26%-0.60%,26.5%-15.8%-9.4%-5.9%-3.8%
2004-10-10,2116782029,93.77%-5.33%-0.83%,25.4%-16.5%-16.3%-6.7%-5.1%
2004-10-11,2158074620,93.10%-6.24%-0.59%,15.4%-8.1%-8.1%-7.7%-6.8%
2004-10-12,3234967647,94.00%-5.41%-0.45%,28.3%-28.0%-12.1%-4.6%-3.2%
2004-10-13,3036209268,92.27%-6.62%-0.96%,17.3%-4.7%-4.7%-3.9%-3.6%
2004-10-14,3950619689,4.79%-93.72%-1.12%,56.9%-56.1%-18.9%-18.9%-16.8%
2004-10-15,3108142651,92.78%-6.67%-0.41%,24.7%-17.1%-16.8%-7.0%-4.1%
2004-10-16,2552862928,92.73%-6.55%-0.63%,23.5%-14.2%-14.1%-9.1%-8.7%
2004-10-17,2242793154,93.30%-6.07%-0.56%,29.1%-18.7%-18.3%-8.1%-6.9%
2004-10-18,2963271821,91.78%-7.67%-0.44%,18.3%-17.8%-6.3%-6.3%-4.1%
2004-10-19,3097954753,91.88%-6.97%-1.02%,20.2%-14.8%-11.6%-4.4%-3.5%
2004-10-20,2994746175,92.58%-7.00%-0.33%,24.9%-24.9%-16.0%-4.9%-3.9%
2004-10-21,3179671987,93.68%-5.87%-0.34%,13.4%-13.0%-7.7%-5.1%-3.8%
2004-10-22,2983650931,93.43%-6.07%-0.40%,17.8%-7.7%-5.6%-4.4%-3.3%
2004-10-23,2957336735,94.09%-5.27%-0.55%,24.4%-24.4%-21.3%-6.4%-3.5%
2004-10-24,1842067388,92.71%-6.66%-0.58%,25.2%-15.9%-15.9%-8.0%-6.1%
2004-10-25,2619654801,91.66%-7.84%-0.38%,23.7%-4.1%-3.9%-3.3%-3.1%
2004-10-26,3159988711,91.38%-8.15%-0.37%,17.8%-8.2%-8.2%-6.6%-6.6%
2004-10-27,2607555406,88.35%-11.05%-0.45%,12.5%-6.3%-5.2%-5.1%-4.4%
2004-10-28,3028671660,92.16%-7.36%-0.34%,12.6%-6.7%-5.3%-4.8%-3.9%
2004-10-29,2453577379,85.35%-14.13%-0.39%,13.4%-6.6%-5.7%-4.5%-4.2%
2004-10-30,2288525941,93.59%-5.75%-0.56%,23.6%-11.6%-7.1%-4.2%-3.9%
2004-10-31,2390035888,94.02%-5.53%-0.38%,18.3%-12.8%-10.3%-10.3%-8.3%
2004-11-01,2709009061,91.83%-7.59%-0.46%,16.3%-9.7%-5.0%-5.0%-4.9%
2004-11-02,2475256887,87.54%-11.37%-0.41%,15.7%-3.5%-3.3%-3.2%-3.2%
2004-11-03,2178380396,90.64%-8.77%-0.50%,14.5%-8.2%-8.2%-4.3%-3.8%
2004-11-04,2909097598,92.35%-7.08%-0.44%,9.0%-5.3%-3.9%-3.8%-3.7%
2004-11-05,2404656091,93.02%-6.43%-0.44%,10.1%-8.2%-3.9%-3.3%-2.6%
2004-11-06,2078476285,92.11%-7.27%-0.53%,25.3%-13.4%-5.6%-3.9%-3.8%
2004-11-07,1501404878,91.50%-7.63%-0.77%,29.6%-7.8%-4.0%-3.4%-3.0%
2004-11-08,2639536128,94.33%-5.06%-0.50%,7.2%-6.7%-5.1%-5.0%-4.2%
2004-11-09,2621902935,90.41%-9.07%-0.40%,25.8%-7.2%-5.5%-4.7%-3.6%
2004-11-10,2586543771,89.86%-8.73%-0.42%,12.8%-5.9%-5.6%-5.4%-4.0%
2004-11-11,2503011652,91.29%-7.45%-0.50%,13.7%-12.8%-5.7%-5.7%-5.0%
2004-11-12,2487792578,93.78%-5.42%-0.45%,10.2%-8.8%-5.2%-5.2%-4.5%
2004-11-13,2172459932,91.27%-7.90%-0.64%,19.3%-8.6%-7.1%-6.7%-5.3%
2004-11-14,1854503208,91.00%-8.06%-0.78%,18.1%-11.6%-8.6%-5.8%-3.5%
2004-11-15,2430421215,93.06%-6.20%-0.55%,12.3%-8.4%-7.6%-5.8%-5.7%
2004-11-16,2624510359,90.74%-8.55%-0.53%,18.1%-7.6%-6.9%-3.4%-3.4%
2004-11-17,2460790541,92.46%-6.57%-0.70%,17.4%-9.2%-8.4%-7.3%-2.7%
2004-11-18,2866963558,92.47%-6.74%-0.47%,14.1%-5.7%-4.9%-4.3%-4.3%
2004-11-19,2209892232,92.76%-6.56%-0.52%,9.2%-6.7%-3.1%-3.1%-3.0%
2004-11-20,2474260423,92.73%-5.09%-0.53%,12.7%-11.2%-8.0%-7.2%-4.1%
2004-11-21,2350634149,91.03%-8.27%-0.59%,16.2%-12.8%-7.7%-5.3%-5.3%
2004-11-22,2665375473,90.22%-7.96%-0.58%,14.2%-6.3%-4.7%-4.5%-3.4%
2004-11-23,2648210077,90.51%-7.74%-0.44%,13.3%-5.1%-3.7%-3.6%-3.6%
2004-11-24,2738383092,90.95%-6.99%-0.50%,16.5%-4.3%-3.5%-3.4%-2.9%
2004-11-25,2886684992,90.63%-7.40%-0.42%,13.3%-6.5%-4.3%-3.7%-3.5%
2004-11-26,2756308902,92.47%-5.68%-0.45%,14.5%-7.3%-3.4%-3.4%-3.3%
2004-11-27,2371409564,92.75%-5.71%-0.57%,17.3%-7.6%-7.5%-4.8%-4.5%
2004-11-28,2125269855,88.12%-9.15%-1.83%,25.0%-5.9%-4.4%-4.4%-3.7%
2004-11-29,2868554837,90.52%-6.96%-1.29%,19.3%-3.7%-3.6%-3.2%-2.9%
2004-11-30,2814183148,91.08%-6.13%-1.16%,15.7%-3.4%-3.1%-3.0%-2.8%
2004-12-01,2686407910,89.94%-7.61%-0.75%,15.0%-6.5%-5.4%-4.8%-4.8%
2004-12-02,2872010615,92.22%-5.80%-0.60%,13.1%-5.8%-5.3%-5.3%-2.9%
2004-12-03,3048976780,92.46%-5.65%-0.86%,13.2%-7.2%-6.2%-4.7%-4.1%
2004-12-04,2717769482,93.69%-4.64%-0.52%,19.3%-11.8%-8.1%-5.2%-4.2%
2004-12-05,2210736325,93.45%-5.71%-0.76%,31.8%-24.9%-17.1%-10.0%-3.5%
2004-12-06,2885464265,91.72%-5.57%-0.59%,13.7%-11.1%-5.6%-3.6%-3.0%
2004-12-07,2806968487,91.08%-6.86%-0.60%,14.2%-6.3%-4.4%-4.4%-3.3%
2004-12-08,2808750671,92.25%-5.47%-0.67%,10.0%-6.6%-6.3%-3.4%-3.4%
2004-12-09,3068353649,91.63%-6.54%-0.48%,14.3%-5.0%-4.9%-4.8%-3.3%
2004-12-10,2882400140,92.79%-5.33%-0.61%,13.2%-6.3%-5.4%-4.1%-4.1%
2004-12-11,2813357954,94.79%-3.25%-0.53%,11.2%-10.3%-5.9%-5.1%-4.5%
2004-12-12,2520444611,96.42%-2.71%-0.53%,16.4%-14.8%-6.6%-6.3%-6.1%
2004-12-13,3097438192,78.27%-19.97%-0.45%,14.3%-14.3%-8.1%-3.7%-3.2%
2004-12-14,2598726341,92.05%-5.53%-0.70%,12.3%-9.0%-6.2%-3.8%-2.9%
2004-12-15,2981224585,90.24%-7.85%-0.66%,11.9%-5.1%-4.6%-3.8%-3.5%
2004-12-16,2931528541,91.26%-6.74%-0.59%,14.4%-4.8%-4.4%-4.1%-3.3%
2004-12-17,2490802954,91.64%-6.28%-0.86%,8.7%-8.0%-5.0%-4.0%-3.8%
2004-12-18,2369386319,91.43%-5.91%-1.37%,15.3%-7.9%-7.6%-5.6%-5.5%
2004-12-19,1709107054,88.43%-10.33%-0.96%,13.0%-10.1%-8.3%-5.4%-4.1%
2004-12-20,2850236909,91.23%-6.78%-0.83%,16.7%-5.7%-5.1%-4.4%-3.6%
2004-12-21,2997850163,93.33%-4.78%-0.63%,10.1%-9.2%-5.8%-4.0%-3.9%
2004-12-22,2885906088,92.69%-5.46%-0.55%,12.8%-6.8%-5.9%-3.3%-3.2%
2004-12-23,2232632910,90.69%-6.83%-0.55%,22.7%-9.9%-5.1%-2.9%-2.6%
2004-12-24,2427113487,92.06%-6.51%-0.57%,11.5%-9.7%-9.7%-4.9%-4.6%
2004-12-25,2227090329,90.57%-7.78%-0.72%,20.8%-5.6%-5.3%-5.1%-5.1%
2004-12-26,1862469048,90.27%-8.31%-0.87%,27.4%-6.4%-4.3%-3.3%-2.1%
2004-12-27,2811237372,45.88%-53.22%-0.54%,48.3%-48.3%-7.1%-6.9%-6.8%
2004-12-28,1988177966,92.42%-6.90%-0.52%,18.7%-13.3%-6.0%-5.9%-5.3%
2004-12-29,2424633579,92.10%-5.82%-0.57%,23.4%-11.7%-11.3%-7.8%-4.4%
2004-12-30,1855879222,90.39%-7.10%-0.59%,33.3%-7.9%-6.4%-5.1%-3.7%
2004-12-31,1573893547,90.05%-8.55%-0.72%,29.5%-15.1%-10.2%-5.2%-4.1%
